"filename", "language", "C++", "Makefile", "Markdown", "HTML", "Shell Script", "Python", "Properties", "C", "JavaScript", "Ruby", "JSON", "YAML", "Batch", "Lua", "CSS", "XML", "cmake", "XSL", "comment", "blank", "total"
"d:\information\IOT\learn\C\opensource\redis\.github\ISSUE_TEMPLATE\question.md", "Markdown", 0, 0, -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -22
"d:\information\IOT\learn\C\opensource\redis\.github\dependabot.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, -4, -2, -16
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\ci.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -89, 0, 0, 0, 0, 0, 0, -3, -11, -103
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\codecov.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, 0, 0, 0, 0, 0, -2, -6, -25
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\codeql-analysis.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, 0, 0, 0, 0, 0, 0, -1, -8, -34
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\coverity.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, 0, 0, 0, 0, 0, 0, -3, -1, -33
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\daily.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1176, 0, 0, 0, 0, 0, 0, -1, -35, -1212
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\external.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -81, 0, 0, 0, 0, 0, 0, 0, -5, -86
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\redis_docs_sync.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, 0, 0, 0, 0, 0, 0, 0, -5, -36
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\reply-schemas-linter.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, 0, 0, -4, -23
"d:\information\IOT\learn\C\opensource\redis\.github\workflows\spell-check.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, 0, -5, -7, -33
"d:\information\IOT\learn\C\opensource\redis\CODE_OF_CONDUCT.md", "Markdown", 0, 0, -92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -97
"d:\information\IOT\learn\C\opensource\redis\CONTRIBUTING.md", "Markdown", 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -119
"d:\information\IOT\learn\C\opensource\redis\Makefile", "Makefile", 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -6, -17
"d:\information\IOT\learn\C\opensource\redis\README.md", "Markdown", 0, 0, -383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -146, -529
"d:\information\IOT\learn\C\opensource\redis\SECURITY.md", "Markdown", 0, 0, -29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -40
"d:\information\IOT\learn\C\opensource\redis\TLS.md", "Markdown", 0, 0, -76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -105
"d:\information\IOT\learn\C\opensource\redis\codecov.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, 0, 0, 0, 0, 0, 0, -3, -20
"d:\information\IOT\learn\C\opensource\redis\deps\Makefile", "Makefile", 0, -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -31, -126
"d:\information\IOT\learn\C\opensource\redis\deps\README.md", "Markdown", 0, 0, -81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -107
"d:\information\IOT\learn\C\opensource\redis\deps\fast_float\Makefile", "Makefile", 0, -17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -6, -25
"d:\information\IOT\learn\C\opensource\redis\deps\fast_float\README.md", "Markdown", 0, 0, -16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -22
"d:\information\IOT\learn\C\opensource\redis\deps\fast_float\fast_float.h", "C++", -3019, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -508, -312, -3839
"d:\information\IOT\learn\C\opensource\redis\deps\fast_float\fast_float_strtod.cpp", "C++", -16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -2, -33
"d:\information\IOT\learn\C\opensource\redis\deps\fast_float\fast_float_strtod.h", "C++", -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -16
"d:\information\IOT\learn\C\opensource\redis\deps\fpconv\Makefile", "Makefile", 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -28
"d:\information\IOT\learn\C\opensource\redis\deps\fpconv\README.md", "Markdown", 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -10
"d:\information\IOT\learn\C\opensource\redis\deps\fpconv\fpconv_dtoa.c", "C", 0, 0, 0, 0, 0, 0, 0, -247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, -83, -374
"d:\information\IOT\learn\C\opensource\redis\deps\fpconv\fpconv_dtoa.h", "C++", -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, -5, -46
"d:\information\IOT\learn\C\opensource\redis\deps\fpconv\fpconv_powers.h", "C++", -75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -45, -14, -134
"d:\information\IOT\learn\C\opensource\redis\deps\hdr_histogram\Makefile", "Makefile", 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -28
"d:\information\IOT\learn\C\opensource\redis\deps\hdr_histogram\README.md", "Markdown", 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -79
"d:\information\IOT\learn\C\opensource\redis\deps\hdr_histogram\hdr_atomic.h", "C++", -113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -29, -147
"d:\information\IOT\learn\C\opensource\redis\deps\hdr_histogram\hdr_histogram.c", "C", 0, 0, 0, 0, 0, 0, 0, -923, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -83, -224, -1230
"d:\information\IOT\learn\C\opensource\redis\deps\hdr_histogram\hdr_histogram.h", "C++", -154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -310, -58, -522
"d:\information\IOT\learn\C\opensource\redis\deps\hdr_histogram\hdr_redis_malloc.h", "C++", -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -14
"d:\information\IOT\learn\C\opensource\redis\deps\hdr_histogram\hdr_tests.h", "C++", -15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -23
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\.github\release-drafter-config.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, 0, -2, -6, -50
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\.github\workflows\build.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -142, 0, 0, 0, 0, 0, 0, -5, -31, -178
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\.github\workflows\release-drafter.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, 0, 0, 0, 0, -3, -3, -20
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\.github\workflows\test.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -90, 0, 0, 0, 0, 0, 0, -3, -8, -101
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\.travis.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -113, 0, 0, 0, 0, 0, 0, -2, -11, -126
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\CHANGELOG.md", "Markdown", 0, 0, -468, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -113, -581
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\CMakeLists.txt", "cmake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -195, 0, 0, -43, -238
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\Makefile", "Makefile", 0, -273, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -64, -355
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\README.md", "Markdown", 0, 0, -641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -181, -822
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\ae.h", "C++", -81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -18, -131
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\glib.h", "C++", -126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -27, -157
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\ivykis.h", "C++", -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -18, -85
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\libev.h", "C++", -132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -24, -189
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\libevent.h", "C++", -116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -27, -176
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\libhv.h", "C++", -96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -24, -124
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\libsdevent.h", "C++", -138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -36, -178
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\libuv.h", "C++", -124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -39, -172
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\macosx.h", "C++", -82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -27, -116
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\poll.h", "C++", -147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -31, -198
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\qt.h", "C++", -91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -21, -136
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\adapters\redismoduleapi.h", "C++", -113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -28, -145
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\alloc.c", "C", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -15, -91
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\alloc.h", "C++", -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -19, -97
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\appveyor.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, 0, 0, 0, 0, 0, 0, -3, -5, -25
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\async.c", "C", 0, 0, 0, 0, 0, 0, 0, -707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -177, -151, -1035
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\async.h", "C++", -78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -51, -24, -153
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\async_private.h", "C++", -38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -30, -8, -76
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\dict.c", "C", 0, 0, 0, 0, 0, 0, 0, -206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -91, -47, -344
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\dict.h", "C++", -70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -18, -126
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\CMakeLists.txt", "cmake", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, -12, -62
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-ae.c", "C", 0, 0, 0, 0, 0, 0, 0, -47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -13, -63
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-glib.c", "C", 0, 0, 0, 0, 0, 0, 0, -60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, -74
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-ivykis.c", "C", 0, 0, 0, 0, 0, 0, 0, -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -13, -61
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-libev.c", "C", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -9, -55
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-libevent-ssl.c", "C", 0, 0, 0, 0, 0, 0, 0, -72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -17, -91
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-libevent.c", "C", 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -11, -68
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-libhv.c", "C", 0, 0, 0, 0, 0, 0, 0, -57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -12, -71
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-libsdevent.c", "C", 0, 0, 0, 0, 0, 0, 0, -62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -15, -87
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-libuv.c", "C", 0, 0, 0, 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -14, -82
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-macosx.c", "C", 0, 0, 0, 0, 0, 0, 0, -45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -16, -67
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-poll.c", "C", 0, 0, 0, 0, 0, 0, 0, -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, -12, -63
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-push.c", "C", 0, 0, 0, 0, 0, 0, 0, -82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -49, -29, -160
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-qt.cpp", "C++", -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -47
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-qt.h", "C++", -22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -33
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-redismoduleapi.c", "C", 0, 0, 0, 0, 0, 0, 0, -67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -15, -102
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example-ssl.c", "C", 0, 0, 0, 0, 0, 0, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -19, -113
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\examples\example.c", "C", 0, 0, 0, 0, 0, 0, 0, -100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -28, -146
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\fmacros.h", "C++", -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -4, -15
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\fuzzing\format_command_fuzzer.c", "C", 0, 0, 0, 0, 0, 0, 0, -17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -8, -57
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\hiredis.c", "C", 0, 0, 0, 0, 0, 0, 0, -873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -158, -189, -1220
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\hiredis.h", "C++", -184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -124, -55, -363
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\hiredis.targets", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, 0, 0, -11
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\hiredis_ssl.h", "C++", -45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -96, -23, -164
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\net.c", "C", 0, 0, 0, 0, 0, 0, 0, -517, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, -86, -673
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\net.h", "C++", -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -7, -58
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\read.c", "C", 0, 0, 0, 0, 0, 0, 0, -590, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -92, -107, -789
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\read.h", "C++", -73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, -20, -130
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\sds.c", "C", 0, 0, 0, 0, 0, 0, 0, -855, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -323, -115, -1293
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\sds.h", "C++", -221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -20, -281
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\sdsalloc.h", "C++", -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, -4, -45
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\sdscompat.h", "C++", -49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -39, -7, -95
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\sockcompat.c", "C", 0, 0, 0, 0, 0, 0, 0, -214, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -39, -28, -281
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\sockcompat.h", "C++", -56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -8, -96
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\ssl.c", "C", 0, 0, 0, 0, 0, 0, 0, -435, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -93, -90, -618
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\test.c", "C", 0, 0, 0, 0, 0, 0, 0, -1846, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -261, -329, -2436
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\test.sh", "Shell Script", 0, 0, 0, 0, -92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -14, -113
"d:\information\IOT\learn\C\opensource\redis\deps\hiredis\win32.h", "C++", -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -15, -57
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\.appveyor.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, 0, 0, 0, 0, 0, 0, 0, -4, -42
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\.autom4te.cfg", "Properties", 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -4
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\.cirrus.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, 0, -3, -2, -47
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\.clang-format", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -72, 0, 0, 0, 0, 0, 0, -49, -2, -123
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\.travis.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -397, 0, 0, 0, 0, 0, 0, -9, -8, -414
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\INSTALL.md", "Markdown", 0, 0, -285, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -140, -425
"d:\information\IOT\learn\C\opensource\redis\deps\jemalloc\TUNING.md", "Markdown", 0, 0, -93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -37, -130
